,gene_names,Ecoli_Gut_1,Ecoli_Gut_2,Ecoli_Gut_3,Control_Gut_1,Control_Gut_2,Control_Gut_3,Ecoli_Carcass_1,Ecoli_Carcass_2,Ecoli_Carcass_3,Control_Carcass_1,Control_Carcass_2,Control_Carcass_3
772,LOC109612649,3,3,1,1,1,2,0,0,0,0,0,0
773,LOC101890402,1,1,2,1,3,2,3,2,1,2,3,4
774,LOC101890742,0,0,0,0,0,0,0,0,0,0,1,1
775,LOC101890916,0,0,0,0,0,0,0,0,0,1,0,0
776,LOC101890572,0,0,0,0,0,0,4,2,3,4,4,3
777,LOC101891263,2,2,2,2,2,2,3,3,2,4,3,3
778,LOC101891437,8,9,8,8,9,8,11,10,8,11,10,10
779,LOC101891618,0,0,0,0,0,0,0,0,0,0,0,0
780,LOC101891787,1,0,0,0,0,0,0,0,0,0,0,0
781,LOC101891960,26,14,11,16,10,6,1,1,0,2,1,2
782,LOC105261803,1,1,1,1,1,1,11,5,7,7,14,5
783,LOC101892133,0,0,0,0,0,0,0,0,0,0,0,0
784,LOC105261804,17,14,13,39,30,10,414,451,380,515,427,467
785,LOC101892303,0,0,0,0,0,0,0,0,0,0,0,0
786,LOC101892596,91,60,56,31,123,96,0,0,0,0,0,0
787,LOC105261807,0,0,0,0,0,0,0,0,0,0,0,0
788,LOC101892768,100,82,116,125,133,99,1,1,3,0,1,1
789,LOC101892941,0,0,0,0,0,0,1,1,1,1,1,1
790,LOC101893119,5,3,4,4,5,4,10,9,11,13,11,11
791,LOC101893292,2,2,3,2,2,2,4,4,3,4,3,4
792,LOC101893461,3,2,2,3,3,3,4,4,5,4,5,6
793,LOC101896434,0,0,0,0,0,0,1,0,0,0,0,0
794,LOC109612706,1,0,0,1,0,0,1,1,0,1,1,1
795,LOC101896797,2,2,2,2,2,2,5,6,5,8,4,6
796,LOC109612707,0,1,1,0,0,0,1,0,1,1,0,1
797,LOC101897260,0,0,0,0,0,0,0,0,0,0,0,0
798,LOC101897436,1,1,1,1,1,1,5,5,4,5,6,5
799,LOC101897839,2,3,3,3,2,2,3,5,4,5,3,4
800,LOC101898752,1,1,1,1,2,1,3,2,2,3,3,3
801,LOC101897999,7,6,8,8,7,7,9,10,9,12,11,11
802,LOC101898923,0,0,0,0,0,0,0,0,0,0,0,0
803,LOC101899099,11,6,14,11,9,12,5,4,5,10,6,6
804,LOC101899271,0,0,0,0,0,0,0,0,0,0,1,1
805,LOC101899450,20,21,23,28,69,48,0,0,0,0,0,0
806,LOC101899899,30,20,29,23,28,15,2,6,6,4,5,5
807,LOC101900065,11,11,15,13,2,17,1,1,1,1,1,1
808,LOC105261829,1,1,1,2,0,2,0,0,1,0,2,0
809,LOC101900240,0,0,0,0,0,0,0,0,0,0,0,0
810,LOC109612721,1,4,6,6,1,4,0,2,6,4,0,2
811,LOC101900767,58,48,34,60,68,56,54,28,26,53,65,52
812,LOC101901059,4,4,5,4,5,4,11,8,8,10,8,9
813,LOC101901227,1,1,1,1,1,1,4,4,3,4,3,3
814,LOC101901392,8,3,7,5,5,6,6,5,5,7,8,6
815,LOC101901556,0,0,0,0,0,0,0,0,0,0,0,0
816,LOC101901729,2,1,2,2,5,1,3,3,2,4,6,3
817,LOC101887545,194,196,203,189,208,206,1293,1266,964,1311,1237,1342
818,LOC101887715,169,186,190,162,192,185,114,119,127,121,125,116
819,LOC109612756,2,2,2,2,2,3,5,6,5,6,5,6
820,LOC101887878,0,0,0,0,0,0,0,0,0,0,0,0
821,LOC105261438,0,0,0,0,0,0,0,0,0,0,0,0
822,LOC101888048,0,0,0,0,0,0,0,0,0,0,0,0
823,LOC101888399,0,0,0,0,1,0,2,2,1,2,2,2
824,LOC101889041,6,5,7,5,6,6,11,10,8,11,10,11
825,LOC101888566,24,23,17,21,22,20,17,22,21,25,19,22
826,LOC101888744,9,8,9,7,8,9,9,9,8,11,8,9
827,LOC109612779,0,0,0,0,0,0,0,0,0,0,0,0
828,LOC101889336,0,0,0,0,0,0,0,0,0,0,0,0
829,LOC101889669,0,0,0,0,0,0,0,0,0,0,0,0
830,LOC101889843,0,0,0,0,0,0,0,0,0,0,0,0
831,LOC101890013,0,0,0,0,0,0,0,0,0,0,0,0
832,LOC101890174,0,0,0,0,0,0,0,0,0,0,0,0
833,LOC101889511,0,0,0,0,0,0,0,0,0,0,0,0
834,LOC101890519,2,1,1,1,2,2,6,5,4,5,4,3
835,LOC101890691,0,0,0,0,1,0,9,30,16,21,9,26
836,LOC105261850,9,3,8,5,11,4,45,48,30,43,49,52
837,LOC101891039,0,0,0,0,0,0,0,0,0,0,0,1
838,LOC109612790,12,14,7,9,20,5,87,91,70,102,97,105
839,LOC101891210,0,0,0,0,0,0,1,0,0,0,0,0
840,LOC101891906,7,9,9,7,9,7,10,8,7,9,9,6
841,LOC101892081,11,10,11,11,15,14,10,8,7,10,9,11
842,LOC101892255,3,3,3,10,1,1,181,136,179,94,119,134
843,LOC101892536,185,260,193,237,193,183,15,19,19,23,24,23
844,LOC101892710,0,0,0,0,0,0,1,1,1,2,1,1
845,LOC101893057,27,19,22,24,26,24,4,4,4,5,5,4
846,LOC105261857,0,0,0,1,0,0,0,0,0,0,0,0
847,LOC101893563,14,10,14,10,15,14,11,8,10,10,12,12
848,LOC101893732,1,3,0,1,0,0,1,5,1,1,1,1
849,LOC101893898,16,14,18,15,17,15,38,36,34,42,35,40
850,LOC101894189,27,23,24,24,26,25,23,23,21,30,26,27
851,LOC101894793,1,0,1,0,1,1,3,3,3,3,3,3
852,LOC101894363,4,3,5,3,3,4,4,4,6,5,3,4
853,LOC101894522,18,16,19,13,16,18,13,12,11,11,11,14
854,LOC101894960,17,7,4,6,5,2,5,5,5,4,5,2
855,LOC101895119,1,1,1,2,2,1,3,3,4,3,5,5
856,LOC101895291,0,0,0,0,0,0,3,1,1,2,2,3
857,LOC109612831,0,0,0,0,0,0,0,0,0,0,0,0
858,LOC101895813,0,0,0,0,0,0,1,0,1,1,1,1
859,LOC101896147,11,9,11,10,13,12,8,8,8,11,8,11
860,LOC101895988,3,2,3,3,3,3,3,2,2,3,2,3
861,LOC101896319,13,8,9,9,12,12,84,76,74,62,73,76
862,LOC101896615,3,3,2,3,4,2,9,8,11,8,10,14
863,LOC101896798,906,1057,1011,924,930,881,778,817,803,928,784,863
864,LOC101896969,4,2,2,3,4,2,6,4,5,8,6,7
865,LOC101897144,10,8,10,7,8,8,10,15,10,16,10,12
866,LOC101897324,9,6,7,7,7,7,8,7,5,9,9,8
867,LOC101897492,1,0,1,1,1,0,1,1,1,2,2,1
868,LOC101897665,12,9,10,8,11,11,18,14,14,18,16,19
869,LOC109612854,11,7,7,8,19,11,5,6,5,6,11,4
870,LOC105261872,0,0,0,0,0,0,1,1,1,1,1,1
871,LOC101898172,10,10,12,12,14,12,4,5,4,5,5,5
872,LOC101898349,3,3,3,2,2,3,2,3,3,4,3,3
873,LOC101898699,0,0,0,0,0,0,0,0,0,0,0,0
874,LOC101898864,1,1,1,1,1,0,4,4,3,5,4,4
875,LOC105261878,1,1,0,1,1,1,2,1,1,1,1,1
876,LOC109612871,2,1,2,2,1,1,2,1,1,2,1,1
877,LOC101899509,0,0,0,0,0,0,1,0,0,1,1,0
878,LOC101899214,15,14,12,8,11,12,4,4,4,3,4,3
879,LOC101899665,2,1,4,5,3,1,56,59,55,63,82,70
880,LOC101899951,0,0,0,0,0,0,1,1,1,1,1,1
881,LOC101900125,2,1,1,1,1,1,5,4,5,4,5,5
882,LOC109612900,3,1,1,0,0,0,1,1,1,0,0,0
883,LOC101900639,0,0,0,0,0,0,1,5,3,4,3,4
884,LOC101900819,88,80,87,72,83,79,78,83,71,87,80,83
885,LOC101900996,1,1,0,1,2,1,3,1,2,2,3,2
886,LOC101901169,0,0,0,0,0,0,0,0,0,0,0,0
887,LOC101887374,0,0,0,0,0,0,1,1,1,1,1,1
888,LOC109612914,0,0,0,0,0,0,0,0,0,0,0,0
889,LOC105261889,1,1,1,1,1,1,2,2,2,2,2,1
890,LOC101901340,10,10,10,8,7,9,9,11,10,13,12,11
891,LOC101901503,3,2,2,2,3,3,4,4,3,4,4,4
892,LOC109612922,0,0,0,0,0,0,0,1,0,0,0,1
893,LOC101887546,0,0,0,1,1,1,1,0,1,2,1,1
894,LOC101887933,0,0,0,0,0,0,1,1,2,2,2,1
895,LOC101888400,3003,3627,3159,3178,3151,2906,2958,3090,2874,3423,2759,3190
896,LOC101888105,112,147,122,134,144,138,145,168,151,203,164,174
897,LOC101888979,14,11,10,8,14,12,25,21,16,22,20,25
898,LOC101889337,1,1,1,1,2,1,8,4,5,14,7,7
899,LOC101889903,0,0,0,0,0,0,0,0,0,0,0,0
900,LOC109612947,21,34,16,22,38,25,3,2,0,2,4,6
901,LOC101890071,1,1,1,1,1,1,2,4,5,4,3,3
902,LOC101890230,3,2,4,3,5,4,13,12,12,12,13,11
903,LOC101890403,0,0,0,0,0,0,0,0,0,0,0,0
904,LOC101890573,1,2,3,1,2,1,0,1,1,1,1,0
905,LOC101890743,26,26,31,29,31,23,164,211,127,165,191,182
906,LOC109612956,0,0,0,0,0,0,0,0,0,0,0,0
907,LOC101891093,0,0,0,0,0,0,0,0,0,0,0,0
908,LOC101891264,0,0,0,0,0,0,5,2,3,4,6,3
909,LOC101891619,6,8,7,3,7,5,0,0,0,0,0,0
910,LOC101891788,399,473,496,402,441,489,0,0,0,0,0,0
911,LOC101891438,873,799,769,692,982,1066,0,0,5,0,1,0
912,LOC101892134,5,8,9,8,13,6,0,0,0,0,0,0
913,LOC101892304,76,56,66,23,49,62,0,0,0,0,0,0
914,LOC109612968,0,0,0,0,0,0,0,0,0,0,0,0
915,LOC109612969,0,0,0,0,0,0,0,0,0,0,0,0
916,LOC101892647,0,0,0,0,0,0,0,0,0,0,0,0
917,LOC105261910,0,0,0,0,0,0,0,0,0,0,0,0
918,LOC101892824,0,0,0,0,0,0,0,0,0,0,0,1
919,LOC109612976,3,1,3,2,3,3,4,3,2,5,5,6
920,LOC101894013,3,2,3,3,2,3,3,2,2,3,3,3
921,LOC101893673,0,0,1,1,0,0,1,2,2,2,1,2
922,LOC105261919,1,1,0,1,2,1,2,1,1,1,2,2
923,LOC101894364,1,0,0,0,0,0,1,1,1,2,1,1
924,LOC101894523,4,2,3,3,4,4,8,9,7,12,10,10
925,LOC101894683,2,1,2,2,2,2,2,1,1,2,2,2
926,LOC101894842,0,0,0,0,0,0,0,0,0,0,0,0
927,LOC101895008,0,0,0,0,0,0,0,0,0,0,0,0
928,LOC101895173,0,0,0,0,0,0,0,0,0,0,0,0
929,LOC101895346,5,5,6,8,9,9,2,3,3,4,5,5
930,LOC101895518,4,3,4,2,3,3,3,3,3,3,4,4
931,LOC101900126,8,7,9,7,7,7,7,10,8,10,9,10
932,LOC101900297,3,3,3,3,3,4,2,2,2,2,2,3
933,LOC101899952,5,4,5,5,5,5,7,7,6,8,8,8
934,LOC109613113,2,1,3,2,2,2,1,0,2,2,2,1
935,LOC101900461,56,56,57,62,64,71,149,136,107,149,143,156
936,LOC101900640,5,4,4,5,5,5,13,11,11,15,14,14
937,LOC101900820,12,8,10,11,12,11,16,14,15,17,18,18
938,LOC101900997,0,0,0,0,0,0,0,0,0,0,0,0
939,LOC101901170,0,0,1,0,0,0,0,0,0,1,0,0
940,LOC101901557,0,0,0,0,0,0,0,0,0,0,0,0
941,LOC101901730,0,0,0,0,0,0,0,0,0,0,0,0
942,LOC105261947,49,57,43,34,41,36,76,81,54,68,74,66
943,LOC105261948,0,0,0,0,0,0,0,0,0,0,0,0
944,LOC101887434,0,0,0,0,0,0,1,1,0,1,0,1
945,LOC101887934,0,0,0,0,0,0,1,1,1,2,1,2
946,LOC101887610,19,15,19,15,21,17,18,23,18,26,19,21
947,LOC101887771,2,1,2,1,2,1,10,10,9,11,10,14
948,LOC101888106,0,0,0,0,0,0,0,0,0,0,0,0
949,LOC109613156,0,0,0,0,0,0,0,0,0,0,0,0
950,LOC101888283,7,4,6,5,6,7,5,4,5,5,5,6
951,LOC101888456,4,3,3,4,3,3,4,4,3,6,4,4
952,LOC101888621,9,9,12,11,11,13,15,13,14,16,15,17
953,LOC105261960,0,0,0,0,0,0,0,1,1,2,1,1
954,LOC109613165,0,0,0,0,0,0,0,0,0,0,0,0
955,LOC101888801,0,0,0,1,9,0,445,438,262,297,212,387
956,LOC101889102,8,5,9,8,9,8,13,17,11,15,15,12
957,LOC101889566,5,4,6,7,4,5,6,7,5,9,5,5
958,LOC101889904,0,0,0,0,0,0,0,0,0,0,0,0
959,LOC101890072,0,0,0,0,0,0,0,0,0,0,0,0
960,LOC101890231,0,0,0,0,0,0,2,2,1,3,4,1
961,LOC105261967,0,0,0,0,0,0,0,1,0,0,1,0
962,LOC101890574,2,1,2,2,3,2,4,5,4,7,6,6
963,LOC101890404,17,16,17,12,15,17,17,21,17,25,13,20
964,LOC101890744,11,9,13,11,14,14,152,123,132,123,175,171
965,LOC101890918,2,1,1,1,1,2,2,2,2,3,2,3
966,LOC101891094,1,1,1,1,1,0,34,28,31,22,56,40
967,LOC101891265,5,8,4,4,8,6,24,18,18,21,28,26
968,LOC101891564,0,0,0,0,0,0,0,1,1,0,1,1
969,LOC105261974,0,0,0,0,0,0,2,1,0,1,1,0
970,LOC105261977,0,0,0,0,0,0,0,0,0,0,0,1
971,LOC101892256,0,0,0,0,0,0,0,0,0,0,0,0
972,LOC101892427,8,9,12,7,6,9,8,8,7,7,6,7
973,LOC101892597,0,1,1,0,0,0,0,0,0,0,0,0
974,LOC109613198,0,0,0,0,0,0,0,0,0,0,0,0
975,LOC101891907,6,11,6,5,5,6,0,0,0,0,0,0
976,LOC101892769,17,21,17,14,21,17,0,0,0,0,0,0
977,LOC101892082,117,95,140,67,121,104,137,109,195,103,132,167
978,LOC101892942,0,0,0,0,0,0,0,0,0,0,0,0
979,LOC105261986,3,2,3,1,4,2,6,2,2,1,1,2
980,LOC101893120,1,1,3,3,2,0,136,104,123,160,137,179
981,LOC101893293,1,0,0,0,1,0,1,1,1,2,1,0
982,LOC101893462,0,0,0,0,0,0,0,0,0,0,0,0
983,LOC101893622,6,7,8,10,8,7,45,28,37,46,50,41
984,LOC101894243,2,1,2,3,3,2,3,3,3,4,4,4
985,LOC101893899,124,115,122,130,143,129,1654,1505,1207,1626,1623,1601
